nome_municipio,ano,total_furtos
São Benedito,2017,247
São Benedito,2018,249
São Benedito,2019,173
São Benedito,2020,125
São Benedito,2021,117
São Benedito,2022,143
São Benedito,2023,126
São Gonçalo do Amarante,2009,436
São Gonçalo do Amarante,2010,473
São Gonçalo do Amarante,2011,627
São Gonçalo do Amarante,2012,544
São Gonçalo do Amarante,2013,478
São Gonçalo do Amarante,2014,314
São Gonçalo do Amarante,2015,473
São Gonçalo do Amarante,2016,419
São Gonçalo do Amarante,2017,386
São Gonçalo do Amarante,2018,342
São Gonçalo do Amarante,2019,348
São Gonçalo do Amarante,2020,291
São Gonçalo do Amarante,2021,261
São Gonçalo do Amarante,2022,312
São Gonçalo do Amarante,2023,259
São João do Jaguaribe,2014,2
São João do Jaguaribe,2015,5
São João do Jaguaribe,2016,10
São João do Jaguaribe,2017,7
São João do Jaguaribe,2018,4
São João do Jaguaribe,2019,12
São João do Jaguaribe,2020,18
São João do Jaguaribe,2021,57
São João do Jaguaribe,2022,19
São João do Jaguaribe,2023,4
São Luís do Curu,2009,3
São Luís do Curu,2010,10
São Luís do Curu,2011,2
São Luís do Curu,2012,3
São Luís do Curu,2013,8
São Luís do Curu,2014,5
São Luís do Curu,2015,12
São Luís do Curu,2016,16
São Luís do Curu,2017,29
São Luís do Curu,2018,34
São Luís do Curu,2019,23
São Luís do Curu,2020,23
São Luís do Curu,2021,38
São Luís do Curu,2022,31
São Luís do Curu,2023,46
Tabuleiro do Norte,2009,5
Tabuleiro do Norte,2012,3
Tabuleiro do Norte,2013,39
Tabuleiro do Norte,2014,97
Tabuleiro do Norte,2015,89
Tabuleiro do Norte,2016,90
Tabuleiro do Norte,2017,106
Tabuleiro do Norte,2018,66
Tabuleiro do Norte,2019,77
Tabuleiro do Norte,2020,79
Tabuleiro do Norte,2021,90
Tabuleiro do Norte,2022,97
Tabuleiro do Norte,2023,63
Tamboril,2009,1
Tamboril,2011,9
Tamboril,2012,4
Tamboril,2013,22
Tamboril,2014,42
Tamboril,2015,52
Tamboril,2016,64
Tamboril,2017,61
Tamboril,2018,67
Tamboril,2019,52
Tamboril,2020,46
Tamboril,2021,32
Tamboril,2022,73
Tamboril,2023,47
Tarrafas,2009,1
Tarrafas,2010,2
Tarrafas,2011,2
Tarrafas,2013,4
Tarrafas,2014,6
Tarrafas,2015,5
Tarrafas,2016,2
Tarrafas,2017,5
Tarrafas,2018,7
Tarrafas,2019,6
Tarrafas,2020,4
Tarrafas,2021,6
Tarrafas,2022,4
Tarrafas,2023,8
Tauá,2009,9
Tauá,2010,9
Tauá,2011,344
Tauá,2012,309
Tauá,2013,326
Tauá,2014,194
Tauá,2015,237
Tauá,2016,217
Tauá,2017,261
Tauá,2018,220
Tauá,2019,265
Tauá,2020,248
Tauá,2021,238
Tauá,2022,233
Tauá,2023,285
Tejuçuoca,2009,1
Tejuçuoca,2010,2
Tejuçuoca,2011,8
Tejuçuoca,2012,12
Tejuçuoca,2013,7
Tejuçuoca,2014,5
Tejuçuoca,2015,8
Tejuçuoca,2016,13
Tejuçuoca,2017,10
Tejuçuoca,2018,12
Tejuçuoca,2019,7
Tejuçuoca,2020,13
Tejuçuoca,2021,18
Tejuçuoca,2022,13
Tejuçuoca,2023,19
Tianguá,2009,9
Tianguá,2010,8
Tianguá,2011,9
Tianguá,2012,296
Tianguá,2013,390
Tianguá,2014,215
Tianguá,2015,318
Tianguá,2016,291
Tianguá,2017,521
Tianguá,2018,446
Tianguá,2019,433
Tianguá,2020,344
Tianguá,2021,327
Tianguá,2022,440
Tianguá,2023,345
Trairi,2009,11
Trairi,2010,194
Trairi,2011,233
Trairi,2012,264
Trairi,2013,322
Trairi,2014,141
Trairi,2015,184
Trairi,2016,195
Trairi,2017,159
Trairi,2018,127
Trairi,2019,137
Trairi,2020,111
Trairi,2021,123
Trairi,2022,184
Trairi,2023,164
Tururu,2010,5
Tururu,2011,7
Tururu,2012,3
Tururu,2013,12
Tururu,2014,5
Tururu,2015,8
Tururu,2016,9
Tururu,2017,11
Tururu,2018,13
Tururu,2019,17
Tururu,2020,15
Tururu,2021,18
Tururu,2022,19
Tururu,2023,22
Ubajara,2009,5
Ubajara,2010,3
Ubajara,2011,4
Ubajara,2012,96
Ubajara,2013,172
Ubajara,2014,110
Ubajara,2015,162
Ubajara,2016,105
Ubajara,2017,176
Ubajara,2018,153
Ubajara,2019,138
Ubajara,2020,58
Ubajara,2021,68
Ubajara,2022,124
Ubajara,2023,79
Umari,2009,3
Umari,2010,4
Umari,2011,4
Umari,2012,5
Umari,2013,3
Umari,2014,5
Umari,2015,1
Umari,2016,6
Umari,2017,7
Umari,2018,11
Umari,2019,5
Umari,2020,9
Umari,2021,9
Umari,2022,12
Umari,2023,10
Umirim,2009,1
Umirim,2010,5
Umirim,2011,3
Umirim,2012,6
Umirim,2013,16
Umirim,2014,13
Umirim,2015,14
Umirim,2016,38
Umirim,2017,38
Umirim,2018,49
Umirim,2019,43
Umirim,2020,22
Umirim,2021,40
Umirim,2022,41
Umirim,2023,30
Uruburetama,2009,2
Uruburetama,2010,3
Uruburetama,2011,7
Uruburetama,2012,37
Uruburetama,2013,47
Uruburetama,2014,42
Uruburetama,2015,61
Uruburetama,2016,60
Uruburetama,2017,66
Uruburetama,2018,54
Uruburetama,2019,53
Uruburetama,2020,23
Uruburetama,2021,32
Uruburetama,2022,31
Uruburetama,2023,21
Uruoca,2009,3
Uruoca,2010,1
Uruoca,2011,3
Uruoca,2012,5
Uruoca,2013,16
Uruoca,2014,22
Uruoca,2015,17
Uruoca,2016,25
Uruoca,2017,57
Uruoca,2018,36
Uruoca,2019,35
Uruoca,2020,36
Uruoca,2021,23
Uruoca,2022,43
Uruoca,2023,34
Varjota,2009,8
Varjota,2010,16
Varjota,2011,16
Varjota,2012,14
Varjota,2013,47
Varjota,2014,35
Varjota,2015,63
Varjota,2016,53
Varjota,2017,48
Varjota,2018,55
Varjota,2019,46
Varjota,2020,29
Varjota,2021,25
Varjota,2022,32
Varjota,2023,40
Viçosa do Ceará,2009,2
Viçosa do Ceará,2010,1
Viçosa do Ceará,2011,3
Viçosa do Ceará,2012,9
Viçosa do Ceará,2013,127
Viçosa do Ceará,2014,48
Viçosa do Ceará,2015,107
Viçosa do Ceará,2016,164
Viçosa do Ceará,2017,190
Viçosa do Ceará,2018,193
Viçosa do Ceará,2019,150
Viçosa do Ceará,2020,108
Viçosa do Ceará,2021,104
Viçosa do Ceará,2022,128
Viçosa do Ceará,2023,123
Várzea Alegre,2009,11
Várzea Alegre,2010,26
Várzea Alegre,2011,18
Várzea Alegre,2012,51
Várzea Alegre,2013,129
Várzea Alegre,2014,106
Várzea Alegre,2015,121
Várzea Alegre,2016,102
Várzea Alegre,2017,154
Várzea Alegre,2018,130
Várzea Alegre,2019,118
Várzea Alegre,2020,91
Várzea Alegre,2021,97
Várzea Alegre,2022,139
Várzea Alegre,2023,110
